"frame_no","bodyparts","x_p1","y_p1","c_p1","x_p2","y_p2","c_p2"
519,"LWrist",0,0,0,417.955,721.619,0.873156
519,"MidHip",150.16,757.905,0.748076,444.987,726.113,0.819274
519,"RHip",150.09,766.985,0.822685,422.384,721.701,0.792257
519,"RKnee",195.315,880.274,0.917281,426.912,834.959,0.809148
519,"RAnkle",159.319,998.443,0.915716,449.492,934.759,0.899279
519,"LHip",150.186,753.44,0.713486,454.014,726.187,0.879595
519,"LKnee",168.225,875.866,0.80433,454.023,843.933,0.881781
519,"LAnkle",154.632,984.582,0.754251,490.331,962.188,0.89945
519,"REye",200.281,535.739,0.900656,381.756,521.935,0.41081
519,"LEye",0,0,0,399.662,522.006,0.925968
519,"REar",168.304,553.663,0.914225,0,0,0
519,"LEar",0,0,0,422.332,526.602,0.96368
519,"LBigToe",204.579,1002.89,0.342601,454.14,998.477,0.897924
519,"LSmallToe",200.033,998.231,0.331842,481.329,1002.87,0.856953
519,"LHeel",127.509,993.663,0.535011,499.413,980.101,0.780292
519,"RBigToe",209.234,1029.82,0.81613,408.562,957.254,0.886967
519,"RSmallToe",195.637,1030.13,0.889892,413.056,943.805,0.849901
519,"RHeel",145.688,1016.44,0.841497,454.274,952.878,0.81594
520,"Nose",213.742,553.794,0.870934,385.983,526.476,0.968638
520,"Neck",159.427,603.678,0.816789,422.454,585.47,0.82179
520,"RShoulder",159.103,603.786,0.891478,413.259,585.533,0.810489
520,"RElbow",158.956,694.35,0.881757,0,0,0
520,"RWrist",222.721,712.752,0.864552,395.098,712.655,0.381635
520,"LShoulder",163.844,599.264,0.756441,449.393,581.039,0.894558
520,"LElbow",0,0,0,454.151,662.521,0.869561
520,"LWrist",195.569,744.324,0.423104,417.973,717.153,0.882781
520,"MidHip",154.524,757.947,0.76931,444.892,730.639,0.823759
520,"RHip",136.613,766.912,0.821958,417.986,726.242,0.816746
520,"RKnee",195.239,880.302,0.904943,426.875,835.081,0.815572
520,"RAnkle",159.211,998.451,0.910318,449.524,934.774,0.904375
520,"LHip",159.246,757.946,0.781932,454.068,730.687,0.881369
520,"LKnee",168.251,880.303,0.818435,454.043,843.955,0.883232
520,"LAnkle",154.517,975.694,0.73215,490.315,962.256,0.89652
520,"REye",200.255,535.694,0.905751,385.96,521.896,0.346133
520,"LEye",0,0,0,399.702,521.97,0.922307
520,"REar",168.247,553.634,0.908742,0,0,0
520,"LEar",0,0,0,422.372,526.608,0.95505
520,"LBigToe",200.05,1011.86,0.318547,454.181,998.495,0.884242
520,"LSmallToe",195.65,998.334,0.315983,485.539,1002.88,0.850534
520,"LHeel",127.475,989.226,0.504274,499.38,980.154,0.785756
520,"RBigToe",204.664,1030.18,0.827723,408.571,957.288,0.895817
520,"RSmallToe",191.017,1034.58,0.837506,413.063,943.852,0.854773
520,"RHeel",145.63,1016.4,0.817376,454.305,952.869,0.818982
521,"Nose",213.611,553.792,0.882391,386.05,526.494,0.972629
521,"Neck",159.318,603.65,0.816694,426.816,581.081,0.821975
521,"RShoulder",159.063,603.776,0.892235,413.386,585.49,0.835972
521,"RElbow",150.06,689.919,0.83303,413.437,667.028,0.527001
521,"RWrist",213.751,717.155,0.848011,399.66,712.726,0.64372
521,"LShoulder",163.636,599.195,0.760685,449.437,581.005,0.896936
521,"LElbow",0,0,0,454.041,662.557,0.880113
521,"LWrist",195.626,739.892,0.493161,422.339,726.097,0.833551
521,"MidHip",150.125,757.927,0.773534,444.903,726.231,0.81327
521,"RHip",132.126,762.5,0.839057,422.24,726.173,0.806282
521,"RKnee",186.398,880.36,0.866566,422.403,835.029,0.831665
521,"RAnkle",154.748,1002.77,0.877774,449.484,934.722,0.904319
521,"LHip",159.208,757.884,0.799323,454.026,730.6,0.868447
521,"LKnee",172.852,880.398,0.780953,453.899,843.991,0.884732
521,"LAnkle",159.224,989.291,0.739466,490.331,962.19,0.890495
521,"REye",200.16,535.665,0.921456,386.045,521.902,0.333714
521,"LEye",0,0,0,404.099,522.001,0.931353
521,"REar",163.99,549.365,0.916951,0,0,0
521,"LEar",0,0,0,422.407,526.636,0.952165
521,"LBigToe",204.518,1002.87,0.449733,454.198,998.46,0.866635
521,"LSmallToe",199.973,998.18,0.448109,485.565,1002.83,0.843599
521,"LHeel",136.634,998.286,0.336622,499.382,975.702,0.7735
521,"RBigToe",199.948,1034.44,0.813101,404.174,957.25,0.887847
521,"RSmallToe",181.896,1034.67,0.787836,412.992,943.814,0.851431
521,"RHeel",136.639,1020.88,0.794521,454.284,952.849,0.832522
522,"Nose",213.584,553.777,0.882935,386.19,526.405,0.959912
522,"Neck",159.24,603.71,0.813619,426.85,585.625,0.832335
522,"RShoulder",154.776,603.755,0.879626,413.276,589.984,0.857941
522,"RElbow",132.04,694.357,0.869214,413.211,667.185,0.8258
522,"RWrist",209.127,717.222,0.842162,390.51,712.748,0.772794
522,"LShoulder",163.607,599.33,0.771236,449.571,585.534,0.903866
522,"LElbow",168.271,694.352,0.422028,454.07,662.77,0.880503
522,"LWrist",200.161,744.347,0.782444,422.444,735.179,0.838417
522,"MidHip",145.554,757.941,0.773332,444.804,730.748,0.825341
522,"RHip",132.009,762.482,0.853479,417.869,730.692,0.849868
522,"RKnee",172.835,880.468,0.891015,418.018,839.598,0.861098
522,"RAnkle",154.617,1002.84,0.872296,449.426,930.42,0.913413
522,"LHip",154.781,757.899,0.783976,454.048,730.778,0.874025
522,"LKnee",168.452,880.374,0.767519,453.928,844.13,0.89787
522,"LAnkle",159.437,989.068,0.741138,490.286,962.126,0.90104
522,"REye",200.161,535.62,0.924125,386.148,521.861,0.31827
522,"LEye",0,0,0,404.228,521.936,0.933012
522,"REar",164.003,549.27,0.903942,0,0,0
522,"LEar",0,0,0,422.472,526.677,0.94136
522,"LBigToe",204.541,993.823,0.479314,458.653,998.441,0.866751
522,"LSmallToe",199.984,989.214,0.467536,485.785,1002.75,0.889203
522,"LHeel",145.729,993.887,0.351223,495.018,975.622,0.774782
522,"RBigToe",195.452,1034.5,0.925229,404.221,957.318,0.887046
522,"RSmallToe",168.471,1034.65,0.907955,408.759,943.931,0.853363
522,"RHeel",136.527,1020.88,0.817834,454.236,952.827,0.833155
523,"Nose",209.143,553.644,0.881729,390.597,526.473,0.959834
523,"Neck",159.15,603.632,0.843924,426.902,589.967,0.837202
523,"RShoulder",145.631,599.39,0.861124,413.335,590.049,0.860685
523,"RElbow",127.455,689.969,0.924009,413.103,667.156,0.803741
523,"RWrist",204.616,726.205,0.851119,386.1,721.613,0.76552
523,"LShoulder",163.846,599.377,0.787962,449.595,585.583,0.919296
523,"LElbow",172.814,694.404,0.361804,454.21,666.959,0.880322
523,"LWrist",200.327,744.299,0.703257,431.443,739.563,0.817579
523,"MidHip",150.128,766.894,0.794046,440.456,730.671,0.828517
523,"RHip",131.943,766.97,0.849385,417.795,726.215,0.861399
523,"RKnee",164.028,884.857,0.942656,417.81,839.469,0.873829
523,"RAnkle",150.059,1007.34,0.833789,449.376,930.416,0.912204
523,"LHip",159.348,762.515,0.818018,454.011,730.734,0.883576
523,"LKnee",168.372,880.228,0.778173,453.897,844.173,0.900286
523,"LAnkle",163.719,971.069,0.79245,490.307,962.057,0.927229
523,"REye",200.003,531.275,0.940266,390.567,521.932,0.411926
523,"LEye",0,0,0,408.635,522.019,0.955496
523,"REar",163.821,549.246,0.916112,0,0,0
523,"LEar",0,0,0,426.917,526.745,0.918124
523,"LBigToe",209.214,975.601,0.66958,458.664,998.379,0.884228
523,"LSmallToe",200.242,966.598,0.676906,485.804,998.47,0.90251
523,"LHeel",154.795,989.131,0.460112,495.027,971.144,0.803803
523,"RBigToe",195.254,1039.08,0.876279,408.568,957.38,0.888374
523,"RSmallToe",168.244,1039.23,0.864012,408.78,948.361,0.842252
523,"RHeel",132.032,1025.35,0.854819,454.233,952.813,0.825893
524,"Nose",204.688,549.238,0.882782,390.631,526.747,0.935811
524,"Neck",159.178,599.381,0.85631,435.979,594.551,0.869196
524,"RShoulder",141.13,599.188,0.864609,417.582,594.566,0.892428
524,"RElbow",123.005,680.895,0.937226,413.194,667.36,0.839189
524,"RWrist",200.156,721.721,0.877123,386.17,726.13,0.793196
524,"LShoulder",168.258,599.426,0.796791,454.004,594.541,0.93889
524,"LElbow",181.911,698.994,0.462262,467.592,667.356,0.887466
524,"LWrist",209.132,744.377,0.773469,449.293,739.577,0.892023
524,"MidHip",150.144,766.949,0.796309,435.963,735.233,0.847777
524,"RHip",127.65,766.945,0.85354,417.59,735.08,0.898426
524,"RKnee",159.355,889.38,0.957945,417.563,839.533,0.891621
524,"RAnkle",141.112,1016.46,0.809031,449.282,930.298,0.921369
524,"LHip",163.602,766.968,0.83376,454.005,735.316,0.90904
524,"LKnee",163.93,880.438,0.839219,453.918,848.482,0.928293
524,"LAnkle",159.377,971.161,0.831875,490.311,962.22,0.919941
524,"REye",199.858,531.167,0.946282,390.54,522.125,0.563783
524,"LEye",0,0,0,408.754,522.247,0.976115
524,"REar",163.678,544.729,0.905848,0,0,0
524,"LEar",0,0,0,435.86,531.081,0.881049
524,"LBigToe",204.719,975.673,0.803669,458.684,998.395,0.868609
524,"LSmallToe",200.036,966.568,0.802586,485.768,1002.76,0.877512
524,"LHeel",154.747,993.563,0.568136,495.044,975.682,0.810079
524,"RBigToe",186.449,1034.72,0.797423,408.64,957.428,0.915566
524,"RSmallToe",163.803,1039.26,0.823446,412.986,948.437,0.868872
524,"RHeel",131.942,1029.94,0.847674,454.121,948.469,0.851446
525,"Nose",200.287,540.293,0.9041,395.082,526.818,0.923172
525,"Neck",159.203,599.392,0.86975,435.828,594.667,0.883345
525,"RShoulder",132.212,599.103,0.890303,413.217,594.705,0.908582
525,"RElbow",122.718,676.434,0.922522,408.786,667.414,0.857097
525,"RWrist",199.996,726.196,0.885233,381.575,726.148,0.842136
525,"LShoulder",172.822,603.743,0.784081,454.093,594.652,0.950753
525,"LElbow",186.341,694.422,0.450069,467.7,667.313,0.886893
525,"LWrist",218.132,744.233,0.705461,449.457,739.61,0.91536
525,"MidHip",150.127,766.983,0.805779,435.878,735.303,0.851986
525,"RHip",127.497,766.981,0.860651,413.364,735.186,0.913025
525,"RKnee",159.03,889.415,0.938452,413.294,839.562,0.890617
525,"RAnkle",136.644,1025.46,0.83551,449.244,930.23,0.922637
525,"LHip",163.734,766.975,0.842388,454.057,739.546,0.897829
525,"LKnee",163.977,880.373,0.852898,453.858,848.554,0.947952
525,"LAnkle",159.184,971.169,0.85447,490.3,962.22,0.916744
525,"REye",195.466,526.838,0.954886,390.668,522.201,0.557436
525,"LEye",200.278,526.871,0.31244,413.009,526.395,0.977391
525,"REar",159.249,544.702,0.903893,0,0,0
525,"LEar",0,0,0,435.894,531.191,0.875201
525,"LBigToe",200.262,984.684,0.851201,463.07,998.456,0.858461
525,"LSmallToe",199.866,971.024,0.830569,485.866,1002.77,0.882251
525,"LHeel",150.111,993.692,0.586029,495.029,975.684,0.801607
525,"RBigToe",181.975,1039.21,0.775591,408.544,957.402,0.914221
525,"RSmallToe",163.721,1048.28,0.820858,408.674,948.389,0.868511
525,"RHeel",127.673,1034.46,0.877975,454.084,948.397,0.862449
526,"Nose",200.067,544.758,0.930824,395.156,531.335,0.880307
526,"Neck",159.169,603.718,0.87401,440.374,594.855,0.900029
526,"RShoulder",127.685,599.104,0.931849,413.111,594.863,0.923885
526,"RElbow",118.246,680.781,0.879004,408.667,671.568,0.86999
526,"RWrist",195.448,726.181,0.874517,381.391,726.083,0.864673
526,"LShoulder",177.369,608.338,0.777513,458.645,594.857,0.902383
526,"LElbow",191.017,703.471,0.619146,476.717,671.78,0.872015
526,"LWrist",227.253,744.262,0.812749,449.68,744.171,0.955266
526,"MidHip",154.596,771.61,0.852642,431.338,739.773,0.880745
526,"RHip",127.509,771.519,0.885344,413.154,739.686,0.930601
526,"RKnee",150.244,893.937,0.887496,413.205,844.041,0.908337
526,"RAnkle",132.187,1025.51,0.851807,445.041,930.183,0.929594
526,"LHip",163.992,775.827,0.859514,454.015,739.814,0.919193
526,"LKnee",163.851,884.938,0.899236,453.852,848.663,0.952964
526,"LAnkle",159.043,980.24,0.859709,490.322,962.25,0.911867
526,"REye",195.307,531.072,0.936575,395.095,526.579,0.608254
526,"LEye",200.108,531.171,0.376438,413.081,526.643,0.97435
526,"REar",159.082,544.687,0.893541,0,0,0
526,"LEar",0,0,0,444.819,535.679,0.878186
526,"LBigToe",200.103,989.233,0.857566,463.117,998.467,0.834936
526,"LSmallToe",195.598,975.603,0.803656,485.861,1002.81,0.864705
526,"LHeel",145.695,998.121,0.6166,495.036,975.677,0.807865
526,"RBigToe",181.964,1048.16,0.769928,404.219,957.335,0.926598
526,"RSmallToe",163.738,1057.33,0.835997,408.64,948.344,0.880392
526,"RHeel",127.582,1034.48,0.863428,454.055,948.365,0.887273
527,"Nose",199.963,549.308,0.944425,399.596,535.753,0.8743
527,"Neck",159.2,603.881,0.903825,440.403,598.976,0.906539
527,"RShoulder",127.45,599.256,0.945613,413.059,599.015,0.928527
527,"RElbow",100.248,680.771,0.876325,399.654,671.721,0.867099
527,"RWrist",186.347,726.196,0.833496,376.946,735.107,0.914467
527,"LShoulder",190.824,621.808,0.829394,458.758,594.82,0.898953
527,"LElbow",195.66,699.008,0.82653,481.326,671.823,0.885698
527,"LWrist",231.828,739.703,0.908664,454.211,744.304,0.927516
527,"MidHip",154.591,775.957,0.889745,431.356,744.149,0.887887
527,"RHip",127.419,775.884,0.911,413.116,739.947,0.936813
527,"RKnee",141.17,894.102,0.8579,413.102,844.097,0.906894
527,"RAnkle",132.135,1025.53,0.852753,449.225,925.912,0.945232
527,"LHip",168.272,775.981,0.885835,454.041,744.212,0.928793
527,"LKnee",168.272,884.819,0.891781,449.709,848.742,0.954373
527,"LAnkle",159.046,975.611,0.863075,490.281,962.258,0.909505
527,"REye",195.247,531.176,0.923682,395.079,526.737,0.623591
527,"LEye",200.103,535.619,0.354588,413.103,526.704,0.981736
527,"REar",159.004,540.276,0.886289,0,0,0
527,"LEar",0,0,0,444.871,535.637,0.894209
527,"LBigToe",200.005,989.199,0.889981,463.034,998.471,0.839995
527,"LSmallToe",195.528,971.187,0.831185,485.823,1002.82,0.870355
527,"LHeel",145.608,993.747,0.61642,494.948,975.678,0.809552
527,"RBigToe",177.386,1048.16,0.764379,408.595,957.338,0.932116
527,"RSmallToe",163.591,1057.33,0.826766,408.717,948.317,0.88754
527,"RHeel",127.605,1034.52,0.863297,454.093,943.902,0.874213
528,"Nose",199.855,540.227,0.932759,404.1,535.754,0.881823
528,"Neck",159.086,603.803,0.917861,440.486,598.995,0.912444
528,"RShoulder",123.126,599.294,0.9429,413.09,599,0.933282
528,"RElbow",91.211,676.442,0.922232,399.564,671.756,0.863666
528,"RWrist",163.88,730.676,0.87686,376.78,735.055,0.914548
528,"LShoulder",186.476,612.83,0.829688,463.114,599.019,0.884403
528,"LElbow",199.838,694.331,0.867941,485.684,671.849,0.899842
528,"LWrist",232.008,739.598,0.944216,458.661,744.436,0.901202
528,"MidHip",154.626,776.013,0.908427,426.91,744.44,0.878874
528,"RHip",127.434,775.982,0.919854,412.991,744.391,0.915041
528,"RKnee",136.679,898.449,0.861072,413.082,848.396,0.911236
528,"RAnkle",132.13,1025.47,0.846886,445.068,925.909,0.949334
528,"LHip",168.322,776.027,0.898177,453.992,744.466,0.927894
528,"LKnee",168.286,884.886,0.895334,453.914,853.073,0.959514
528,"LAnkle",159.103,971.106,0.86778,490.32,966.522,0.906636
528,"REye",190.94,526.774,0.93631,399.559,526.773,0.474243
528,"LEye",0,0,0,413.209,526.75,0.976588
528,"REar",154.665,540.178,0.866694,0,0,0
528,"LEar",0,0,0,444.898,540.161,0.878618
528,"LBigToe",199.99,989.154,0.943692,458.74,998.5,0.849925
528,"LSmallToe",195.542,971.149,0.887138,485.818,1002.88,0.877866
528,"LHeel",150.069,993.549,0.622131,499.326,980.137,0.809214
528,"RBigToe",172.801,1043.73,0.745306,408.547,957.323,0.939459
528,"RSmallToe",159.276,1057.28,0.792593,408.687,948.291,0.892057
528,"RHeel",127.647,1034.51,0.857144,454.108,943.931,0.879767
529,"Nose",195.509,540.248,0.929039,408.548,531.271,0.908034
529,"Neck",159.069,603.792,0.918368,435.918,594.782,0.907499
529,"RShoulder",122.832,599.264,0.939531,408.528,594.712,0.891396
529,"RElbow",86.6463,680.841,0.93079,390.527,671.649,0.864428
529,"RWrist",159.205,730.618,0.890477,372.455,730.686,0.892364
529,"LShoulder",191.009,617.258,0.857624,463.179,594.859,0.896116
529,"LElbow",199.958,685.335,0.86225,485.949,671.926,0.916442
529,"LWrist",236.192,739.509,0.935372,467.7,744.405,0.891798
529,"MidHip",154.655,776,0.903559,422.348,744.329,0.904822
529,"RHip",127.392,776.019,0.914143,408.525,744.279,0.892016
529,"RKnee",141.078,894.027,0.869013,413.074,848.436,0.915456
529,"RAnkle",132.071,1020.96,0.841303,445.06,925.902,0.949164
529,"LHip",168.396,775.984,0.886271,449.703,744.37,0.940313
529,"LKnee",172.912,884.707,0.874462,453.894,853.082,0.952728
529,"LAnkle",159.188,971.087,0.880587,490.305,966.51,0.906777
529,"REye",181.947,526.783,0.915692,408.506,526.581,0.617659
529,"LEye",195.575,526.878,0.542928,413.383,526.664,0.985796
529,"REar",145.614,540.216,0.83838,0,0,0
529,"LEar",0,0,0,445.034,535.789,0.888449
529,"LBigToe",199.968,989.225,0.932641,458.726,998.51,0.846297
529,"LSmallToe",195.549,975.571,0.868941,485.818,1002.88,0.874479
529,"LHeel",150.184,989.269,0.642996,499.34,980.125,0.800227
529,"RBigToe",172.777,1043.75,0.759188,404.206,957.315,0.935216
529,"RSmallToe",159.219,1057.23,0.801405,408.639,948.298,0.885743
529,"RHeel",127.595,1030.1,0.873592,454.12,943.894,0.877854
530,"Nose",195.294,535.748,0.908351,408.622,531.252,0.918092
530,"Neck",154.6,603.788,0.891268,440.371,594.737,0.910482
530,"RShoulder",113.949,599.341,0.897434,408.618,594.701,0.910354
530,"RElbow",81.9937,685.379,0.869772,390.5,671.641,0.877486
530,"RWrist",159.025,735.096,0.870113,372.289,730.719,0.883595
530,"LShoulder",186.524,608.347,0.8425,467.591,594.807,0.896191
530,"LElbow",199.986,680.841,0.873254,490.16,671.951,0.914172
530,"LWrist",236.366,735.317,0.931871,481.268,744.472,0.932945
530,"MidHip",154.61,776.058,0.89959,426.757,744.32,0.893786
530,"RHip",127.298,776.134,0.907769,408.623,744.24,0.906428
530,"RKnee",141.04,893.97,0.870296,413.173,848.513,0.934506
530,"RAnkle",132.065,1020.99,0.851811,449.232,925.929,0.953205
530,"LHip",168.43,775.979,0.875901,453.97,744.401,0.942552
530,"LKnee",177.394,884.652,0.876253,454.02,853.112,0.96751
530,"LAnkle",159.221,971.165,0.883069,490.284,966.546,0.908574
530,"REye",172.831,526.712,0.928531,408.5,526.588,0.747012
530,"LEye",191.079,526.725,0.568574,417.563,526.636,0.993066
530,"REar",132.074,544.708,0.867075,0,0,0
530,"LEar",0,0,0,449.322,535.673,0.899752
530,"LBigToe",199.956,989.25,0.93223,458.75,998.534,0.853055
530,"LSmallToe",195.563,975.614,0.867839,485.823,1002.9,0.882457
530,"LHeel",150.22,993.572,0.638338,495.003,980.137,0.809712
530,"RBigToe",168.49,1043.74,0.77511,408.595,957.343,0.938237
530,"RSmallToe",159.18,1057.21,0.811345,408.718,948.315,0.889882
530,"RHeel",127.606,1030.14,0.889585,454.101,943.896,0.876889
531,"Nose",190.939,535.654,0.896992,408.769,531.059,0.938175
531,"Neck",150.192,603.816,0.879933,440.519,594.688,0.909641
531,"RShoulder",109.365,603.662,0.86445,408.624,594.62,0.902036
531,"RElbow",68.6084,689.866,0.842511,386.081,667.322,0.903646
531,"RWrist",150.093,739.708,0.893006,367.847,730.689,0.876453
531,"LShoulder",190.86,608.162,0.856068,476.722,594.8,0.90419
531,"LElbow",199.936,680.8,0.871975,494.872,671.813,0.880301
531,"LWrist",236.416,735.262,0.911936,485.909,744.419,0.957969
531,"MidHip",150.177,776.06,0.883492,426.83,744.286,0.881059
531,"RHip",122.982,776.175,0.912719,408.609,744.195,0.896128
531,"RKnee",141.043,889.697,0.878946,413.168,848.411,0.921535
531,"RAnkle",132.058,1020.97,0.861193,449.254,925.904,0.953377
531,"LHip",168.342,775.921,0.87385,454.089,744.37,0.926686
531,"LKnee",186.443,880.286,0.883268,454.072,853.05,0.940535
531,"LAnkle",159.283,966.654,0.893348,490.273,966.499,0.912039
531,"REye",168.288,526.665,0.955016,408.553,522.258,0.877063
531,"LEye",190.97,526.613,0.720295,417.768,526.462,0.987401
531,"REar",127.744,544.742,0.879353,0,0,0
531,"LEar",0,0,0,449.461,531.229,0.919528
531,"LBigToe",199.904,989.267,0.931246,458.763,1002.76,0.84305
531,"LSmallToe",195.592,975.639,0.864819,485.854,1002.89,0.875233
531,"LHeel",154.577,984.728,0.602123,494.971,975.728,0.805096
531,"RBigToe",172.919,1043.7,0.783865,408.572,957.307,0.930849
531,"RSmallToe",159.283,1057.15,0.821612,408.683,943.935,0.883271
531,"RHeel",127.574,1030.12,0.902509,454.117,943.875,0.869249
532,"Nose",181.954,540.292,0.855848,413.032,526.798,0.954362
532,"Neck",145.673,603.853,0.875286,444.877,594.637,0.916855
532,"RShoulder",104.897,603.799,0.854362,408.65,594.554,0.902443
532,"RElbow",59.6391,694.451,0.878525,386.047,667.317,0.921054
532,"RWrist",132.038,739.907,0.931761,367.749,730.627,0.863321
532,"LShoulder",186.429,603.783,0.86232,481.137,594.802,0.910392
532,"LElbow",200.015,676.475,0.895378,495.016,671.72,0.885342
532,"LWrist",236.532,739.55,0.933789,490.282,744.294,0.975899
532,"MidHip",150.124,776.099,0.88461,431.333,744.119,0.877017
532,"RHip",122.918,776.248,0.916564,408.709,739.883,0.902783
532,"RKnee",141.014,893.94,0.870987,413.384,848.435,0.925397
532,"RAnkle",132.076,1021.02,0.859314,449.304,925.973,0.950064
532,"LHip",168.337,775.913,0.879356,454.205,744.254,0.922854
532,"LKnee",191.05,871.373,0.886446,454.16,853.062,0.936134
532,"LAnkle",159.279,966.598,0.898781,490.297,966.618,0.896298
532,"REye",163.845,526.861,0.954687,408.727,522.161,0.821262
532,"LEye",186.384,526.734,0.787404,417.852,526.43,0.974154
532,"REar",127.569,549.285,0.902215,0,0,0
532,"LEar",0,0,0,449.532,531.245,0.922902
532,"LBigToe",199.877,989.304,0.943192,458.689,1002.75,0.838921
532,"LSmallToe",195.561,975.712,0.871036,485.785,1002.92,0.861496
532,"LHeel",154.574,984.653,0.616171,495.045,980.226,0.797614
532,"RBigToe",177.337,1048.16,0.774616,408.581,957.276,0.936313
532,"RSmallToe",159.324,1057.23,0.815937,408.741,943.897,0.889446
532,"RHeel",127.632,1030.14,0.890339,454.159,948.314,0.857726
533,"Nose",172.89,544.811,0.860517,413.178,526.633,0.984974
533,"Neck",141.19,608.216,0.871641,444.987,594.516,0.912054
533,"RShoulder",100.285,608.271,0.850733,408.65,594.383,0.888797
533,"RElbow",59.482,698.869,0.905674,381.751,667.175,0.933567
533,"RWrist",127.671,744.387,0.944189,363.398,730.591,0.860265
533,"LShoulder",186.448,603.773,0.87317,481.323,594.736,0.921135
533,"LElbow",200.259,676.363,0.90161,503.884,671.745,0.864572
533,"LWrist",236.593,739.68,0.945433,490.577,744.363,0.949238
533,"MidHip",150.207,780.397,0.879326,435.92,739.883,0.883097
533,"RHip",122.863,780.572,0.894713,408.782,739.767,0.904157
533,"RKnee",132.209,898.554,0.859855,417.565,848.419,0.918126
533,"RAnkle",132.094,1025.45,0.881841,449.34,925.933,0.960052
533,"LHip",168.484,776.069,0.875614,458.583,744.133,0.911718
533,"LKnee",195.551,875.777,0.921029,454.185,848.815,0.943393
533,"LAnkle",159.446,966.666,0.895361,490.268,966.471,0.905268
533,"REye",163.622,531.133,0.950646,413.003,522.038,0.824777
533,"LEye",177.455,526.863,0.809256,417.953,522.14,0.972233
533,"REar",127.409,553.636,0.913053,0,0,0
533,"LEar",0,0,0,449.653,526.757,0.957221
533,"LBigToe",199.917,993.592,0.918971,458.727,998.505,0.846818
533,"LSmallToe",195.571,980.144,0.835524,485.849,1002.84,0.875623
533,"LHeel",154.716,984.636,0.634965,495.008,980.095,0.788701
533,"RBigToe",181.851,1048.21,0.807701,408.626,957.27,0.932397
533,"RSmallToe",159.421,1057.28,0.854328,408.762,943.867,0.890267
533,"RHeel",127.626,1034.44,0.899036,454.177,943.919,0.847487
534,"Nose",168.22,549.346,0.899477,413.38,526.419,0.978301
534,"Neck",136.593,608.338,0.873274,445.031,594.478,0.916381
534,"RShoulder",95.7136,612.865,0.859115,408.644,590.193,0.8863
534,"RElbow",54.9624,703.276,0.954655,381.735,667.119,0.941121
534,"RWrist",122.965,748.84,0.943726,367.769,721.71,0.858334
534,"LShoulder",181.99,603.773,0.869299,485.565,594.621,0.922605
534,"LElbow",200.251,672.001,0.919115,508.455,671.538,0.883851
534,"LWrist",236.442,739.531,0.945453,495.007,744.118,0.93989
534,"MidHip",150.154,776.267,0.865226,440.377,739.79,0.891536
534,"RHip",122.802,780.608,0.874609,413.084,739.679,0.916791
534,"RKnee",136.489,907.541,0.838405,417.755,848.448,0.912458
534,"RAnkle",132.18,1025.58,0.8843,449.381,925.956,0.951311
534,"LHip",168.505,776.026,0.876325,458.702,739.907,0.90421
534,"LKnee",200.203,866.822,0.892341,458.563,852.991,0.916321
534,"LAnkle",163.611,961.961,0.933595,490.384,966.528,0.897302
534,"REye",159.107,531.332,0.91459,413.182,521.825,0.853415
534,"LEye",168.481,531.207,0.858271,422.406,521.927,0.921808
534,"REar",122.992,553.8,0.93442,0,0,0
534,"LEar",0,0,0,453.894,526.707,0.952388
534,"LBigToe",199.919,989.113,0.943376,463.102,998.467,0.852055
534,"LSmallToe",195.552,971.175,0.866447,485.919,1002.82,0.871553
534,"LHeel",158.96,971.068,0.655737,499.402,980.218,0.776654
534,"RBigToe",181.979,1048.27,0.790513,408.623,957.281,0.934694
534,"RSmallToe",163.648,1061.66,0.851126,412.992,943.857,0.892686
534,"RHeel",127.631,1034.56,0.891649,454.2,948.315,0.840131
535,"Nose",163.901,549.242,0.908936,417.705,526.424,0.984046
535,"Neck",132.169,612.704,0.881859,449.31,594.46,0.93276
535,"RShoulder",91.1938,617.233,0.892384,412.934,594.425,0.900645
535,"RElbow",50.5457,703.255,0.945441,381.653,667.172,0.955608
535,"RWrist",113.899,753.334,0.861253,363.402,726.152,0.858602
535,"LShoulder",186.473,608.176,0.860319,485.65,594.557,0.929289
535,"LElbow",204.534,676.282,0.903594,512.909,667.235,0.886858
535,"LWrist",236.455,739.559,0.942635,503.88,739.804,0.931224
535,"MidHip",154.566,780.492,0.887752,444.827,739.782,0.901815
535,"RHip",122.846,780.695,0.890551,413.238,739.695,0.926516
535,"RKnee",132.158,912.096,0.859866,417.907,844.074,0.892491
535,"RAnkle",136.495,1025.55,0.872181,449.301,925.945,0.948504
535,"LHip",177.349,776.143,0.877561,463.138,739.88,0.890996
535,"LKnee",209.06,875.719,0.859024,458.636,848.713,0.917505
535,"LAnkle",163.682,961.862,0.94284,490.31,962.254,0.910386
535,"REye",154.785,531.267,0.904406,413.322,521.88,0.926964
535,"LEye",168.312,531.102,0.878219,426.913,521.899,0.91625
535,"REar",122.864,553.835,0.927833,0,0,0
535,"LEar",0,0,0,454.022,526.565,0.97578
535,"LBigToe",199.902,989.195,0.939544,463.137,998.441,0.872408
535,"LSmallToe",195.553,975.621,0.849394,485.953,1002.78,0.896347
535,"LHeel",159.011,966.636,0.694345,494.981,980.112,0.793192
535,"RBigToe",181.964,1052.73,0.809096,408.65,957.339,0.948272
535,"RSmallToe",163.599,1061.7,0.865741,408.781,943.939,0.904148
