frame_no,bodyparts,x_p1,y_p1,c_p1,x_p2,y_p2,c_p2
438,Nose,154.621,535.629,0.869472,381.327,526.783,0.977037
439,Nose,154.625,540.146,0.846708,381.307,526.785,0.976018
440,Nose,154.676,544.667,0.867661,381.398,526.744,0.985678
441,Nose,154.627,544.792,0.878775,381.345,526.589,0.997811
442,Nose,154.66,549.274,0.87141,381.426,526.466,0.986672
443,Nose,154.692,553.647,0.874383,381.516,522.178,0.977255
444,Nose,154.629,553.701,0.881557,381.64,522.132,0.97238
445,Nose,154.629,553.668,0.877468,381.697,522.044,0.957388
446,Nose,154.628,549.336,0.868778,390.504,522.055,0.937922
447,Nose,154.635,549.275,0.853028,395.025,522.139,0.938522
448,Nose,154.714,549.31,0.856875,399.546,522.114,0.934885
449,Nose,154.74,549.262,0.860359,404.039,522.168,0.940751
450,Nose,154.726,544.788,0.858994,404.214,522.147,0.949581
451,Nose,154.664,535.79,0.863853,408.686,522.214,0.962466
452,Nose,154.606,535.747,0.86111,413.08,526.438,0.976987
453,Nose,154.546,535.698,0.859924,413.23,526.487,0.983276
454,Nose,154.525,535.629,0.860023,413.344,526.4,0.984811
455,Nose,154.566,531.288,0.865401,417.574,526.412,0.985403
456,Nose,154.575,531.263,0.866179,417.713,526.404,0.97972
457,Nose,154.568,531.261,0.867994,417.872,522.131,0.95253
458,Nose,154.614,531.219,0.885197,422.351,522.15,0.945969
459,Nose,154.615,531.264,0.880395,426.94,521.973,0.916061
460,Nose,154.705,531.2,0.884718,431.368,521.878,0.901844
461,Nose,154.779,531.246,0.872573,431.43,521.867,0.904245
462,Nose,154.791,531.298,0.873821,435.84,521.839,0.89824
463,Nose,159.042,531.232,0.88101,435.885,517.624,0.896779
464,Nose,159.04,531.174,0.911715,435.87,517.579,0.891613
465,Nose,159.111,526.89,0.917002,435.921,517.592,0.895213
466,Nose,159.132,526.723,0.932688,435.952,521.814,0.899618
467,Nose,159.17,526.523,0.970805,435.976,521.828,0.899839
468,Nose,159.319,526.566,0.97487,435.913,522.031,0.92464
469,Nose,159.259,526.548,0.981165,435.974,522.165,0.934632
470,Nose,159.235,526.559,0.98308,435.973,526.48,0.938942
471,Nose,159.258,526.443,0.974046,435.939,522.273,0.931232
472,Nose,159.39,526.46,0.982456,435.914,526.613,0.932868
473,Nose,163.594,526.518,0.975949,435.921,526.683,0.932801
474,Nose,163.755,526.531,0.970647,435.878,526.753,0.92755
475,Nose,163.977,526.588,0.968737,431.461,526.622,0.932926
476,Nose,168.295,526.626,0.957903,435.834,526.462,0.939712
477,Nose,168.411,526.727,0.943085,431.362,526.508,0.941614
478,Nose,168.49,526.751,0.936749,426.921,526.404,0.934824
479,Nose,177.388,531.174,0.886393,426.843,522.296,0.936524
480,Nose,181.847,531.082,0.89129,426.911,522.171,0.925753
481,Nose,181.925,531.17,0.884746,422.465,522.15,0.935534
482,Nose,181.956,531.293,0.867771,422.389,522.151,0.94037
483,Nose,177.475,531.229,0.87491,422.293,522.111,0.951463
484,Nose,181.904,531.247,0.880039,417.963,522.227,0.96349
485,Nose,181.966,531.13,0.893181,417.924,526.442,0.970595
486,Nose,186.338,531.138,0.891797,417.763,526.406,0.981171
487,Nose,190.899,531.255,0.89873,417.687,526.434,0.980265
488,Nose,190.808,526.872,0.914514,417.619,526.625,0.989748
489,Nose,191.06,531.226,0.907372,413.433,526.664,0.986048
490,Nose,191.082,531.251,0.906755,413.268,531.06,0.952713
491,Nose,195.293,535.633,0.903381,413.192,526.883,0.950045
492,Nose,195.345,535.789,0.882845,412.974,531.258,0.910822
493,Nose,195.283,535.673,0.889826,408.73,531.204,0.913624
494,Nose,195.328,531.323,0.884871,408.599,531.076,0.900002
495,Nose,195.361,544.702,0.881576,404.122,526.755,0.907052
496,Nose,195.398,540.241,0.885846,399.606,526.617,0.91864
497,Nose,195.578,544.731,0.880011,399.627,526.575,0.91291
498,Nose,195.636,549.236,0.897719,399.551,526.397,0.925372
499,Nose,195.68,549.219,0.899399,395.054,526.518,0.936105
500,Nose,195.746,549.24,0.903233,395.037,522.287,0.934731
501,Nose,199.915,549.182,0.888294,390.541,526.431,0.939715
502,Nose,199.944,544.795,0.887293,390.522,526.408,0.942994
503,Nose,199.896,544.726,0.886781,386.063,526.442,0.957252
504,Nose,199.876,544.768,0.891564,381.642,526.495,0.965979
505,Nose,199.91,544.81,0.890606,381.614,526.647,0.970531
506,Nose,199.921,549.181,0.893484,381.602,526.682,0.969832
507,Nose,199.963,544.786,0.895856,381.581,531.112,0.943583
508,Nose,199.979,544.767,0.887379,381.525,531.062,0.953386
509,Nose,199.99,544.723,0.889995,381.483,531.289,0.92822
510,Nose,200.07,540.298,0.903156,381.469,535.614,0.921052
511,Nose,200.13,540.311,0.899886,381.458,535.708,0.919033
512,Nose,200.249,540.255,0.868325,381.481,535.759,0.916738
513,Nose,200.302,549.168,0.87975,381.477,535.767,0.917367
514,Nose,204.659,549.354,0.874177,381.462,531.239,0.93654
515,Nose,204.732,549.276,0.855478,381.491,531.067,0.954503
516,Nose,213.62,549.37,0.843081,381.45,526.789,0.970259
517,Nose,213.706,553.69,0.849131,381.511,526.619,0.986601
518,Nose,213.682,553.806,0.868509,381.589,526.508,0.980689
519,Nose,213.714,553.828,0.871633,385.941,526.503,0.974776
520,Nose,213.742,553.794,0.870934,385.983,526.476,0.968638
521,Nose,213.611,553.792,0.882391,386.05,526.494,0.972629
522,Nose,213.584,553.777,0.882935,386.19,526.405,0.959912
523,Nose,209.143,553.644,0.881729,390.597,526.473,0.959834
524,Nose,204.688,549.238,0.882782,390.631,526.747,0.935811
525,Nose,200.287,540.293,0.9041,395.082,526.818,0.923172
526,Nose,200.067,544.758,0.930824,395.156,531.335,0.880307
527,Nose,199.963,549.308,0.944425,399.596,535.753,0.8743
528,Nose,199.855,540.227,0.932759,404.1,535.754,0.881823
529,Nose,195.509,540.248,0.929039,408.548,531.271,0.908034
530,Nose,195.294,535.748,0.908351,408.622,531.252,0.918092
531,Nose,190.939,535.654,0.896992,408.769,531.059,0.938175
532,Nose,181.954,540.292,0.855848,413.032,526.798,0.954362
533,Nose,172.89,544.811,0.860517,413.178,526.633,0.984974
534,Nose,168.22,549.346,0.899477,413.38,526.419,0.978301
535,Nose,163.901,549.242,0.908936,417.705,526.424,0.984046
536,Nose,163.7,553.711,0.925828,417.673,522.188,0.981646
537,Nose,159.402,553.791,0.944639,417.879,522.197,0.969427
538,Nose,159.171,549.269,0.917868,417.981,522.149,0.963497
539,Nose,154.776,544.769,0.891978,422.404,522.176,0.943899
540,Nose,154.785,540.224,0.894307,422.434,522.269,0.948818
541,Nose,154.657,535.799,0.889242,426.918,522.256,0.937147
542,Nose,154.52,535.669,0.88473,431.443,526.515,0.924785
543,Nose,150.065,535.669,0.872478,440.362,526.462,0.934319
544,Nose,145.579,535.775,0.860235,440.464,526.642,0.936083
545,Nose,136.642,535.644,0.861355,444.862,526.697,0.946538
546,Nose,136.545,535.724,0.86234,449.365,526.669,0.978307
547,Nose,132.152,535.756,0.866298,449.395,526.77,0.972052
548,Nose,132.209,540.235,0.861054,449.55,526.802,0.984817
549,Nose,136.49,540.271,0.858117,449.568,526.546,0.994892
550,Nose,136.551,544.739,0.862604,454.03,526.398,0.992324
551,Nose,145.592,549.194,0.86015,454.018,522.144,0.989976
552,Nose,150.233,549.3,0.872717,454.079,522.126,0.98306
553,Nose,159.022,549.291,0.901877,454.179,521.833,0.946729
554,Nose,159.026,549.261,0.907489,454.3,517.617,0.92847
555,Nose,159.125,549.26,0.91858,458.49,517.483,0.914383
556,Nose,163.622,544.703,0.915487,454.28,517.498,0.92234
557,Nose,163.875,531.262,0.927993,454.245,517.534,0.926337
558,Nose,168.237,531.277,0.908734,458.518,517.593,0.922064
559,Nose,168.424,531.151,0.898292,458.553,521.859,0.930987
560,Nose,181.978,526.84,0.903339,454.296,522.061,0.955195
561,Nose,190.807,526.852,0.912604,458.491,522.104,0.96123
562,Nose,191.075,526.784,0.957765,454.189,522.177,0.979486
563,Nose,195.452,526.829,0.987081,454.097,522.229,0.992757
564,Nose,195.634,526.894,0.980753,454.066,522.239,0.990496
565,Nose,199.907,535.638,0.945496,454.022,522.183,0.993606
566,Nose,200.163,535.719,0.929642,449.7,522.178,0.993369
567,Nose,200.302,540.275,0.904394,449.6,521.965,0.972138
568,Nose,204.611,540.156,0.893656,449.53,521.91,0.968176
569,Nose,209.081,540.211,0.865187,449.401,521.924,0.959743
570,Nose,213.635,540.212,0.845399,449.314,521.841,0.945701
571,Nose,218.17,540.242,0.844065,449.26,521.825,0.948776
572,Nose,218.268,540.19,0.845114,444.865,521.858,0.928871
573,Nose,222.619,531.29,0.866561,444.783,521.907,0.927495
574,Nose,227.137,531.344,0.873913,440.389,521.872,0.91347
575,Nose,227.239,535.615,0.880013,435.87,521.927,0.910747
576,Nose,231.583,540.141,0.867813,431.402,522.144,0.931471
577,Nose,231.831,544.798,0.875707,426.86,522.226,0.936939
578,Nose,232.007,553.682,0.899346,422.374,522.247,0.945398
579,Nose,236.463,558.255,0.920399,417.957,522.26,0.958999
580,Nose,240.822,558.235,0.910153,417.715,526.499,0.983451
581,Nose,245.336,562.874,0.891769,417.575,526.531,0.990732
582,Nose,254.416,567.383,0.852289,413.414,526.556,0.984104
583,Nose,263.416,567.523,0.850719,413.306,526.516,0.981329
584,Nose,267.913,581.072,0.841782,413.237,526.48,0.967952
585,Nose,268.008,590.099,0.892441,413.121,526.514,0.963905
586,Nose,268.201,594.449,0.903258,413.004,526.561,0.939769
587,Nose,272.6,594.611,0.921508,408.624,522.266,0.921524
588,Nose,272.862,594.734,0.904528,404.178,522.257,0.910377
589,Nose,277.328,599.018,0.864187,395.141,522.306,0.918719
590,Nose,281.705,599.171,0.880911,395.137,522.307,0.929073
591,Nose,286.296,599.278,0.859937,390.603,522.307,0.937284
592,Nose,281.823,603.686,0.832779,386.129,526.449,0.946222
593,Nose,281.792,608.182,0.782694,386.075,526.695,0.94538
594,Nose,281.786,608.301,0.797178,385.947,526.777,0.940805
595,Nose,281.819,612.725,0.770919,381.668,526.809,0.953693
596,Nose,281.811,612.706,0.735537,381.668,531.222,0.925664
597,Nose,286.311,608.175,0.755042,381.616,531.186,0.933962
598,Nose,286.168,608.231,0.768157,381.569,531.284,0.92665
599,Nose,281.79,603.821,0.808385,381.567,535.606,0.917963
600,Nose,286.274,599.295,0.851545,381.528,531.252,0.930897
601,Nose,277.302,599.108,0.853633,381.486,531.159,0.946548
602,Nose,272.829,594.851,0.89603,381.477,526.791,0.975432
603,Nose,272.59,590.167,0.880419,381.473,526.806,0.979251
604,Nose,268.289,576.522,0.872015,381.448,526.703,0.992149
605,Nose,268.153,567.501,0.887742,381.448,526.628,0.993933
606,Nose,267.972,562.95,0.853111,381.431,526.651,0.993993
607,Nose,263.619,558.358,0.863023,381.44,526.649,0.995818
608,Nose,258.996,553.689,0.805626,381.416,526.735,0.994791
609,Nose,249.916,544.715,0.795751,381.464,526.831,0.976626
610,Nose,240.906,531.316,0.891636,381.46,526.858,0.967447
611,Nose,236.543,531.159,0.92918,381.587,526.878,0.95341
612,Nose,236.385,526.832,0.917083,385.975,531.24,0.91861
613,Nose,236.188,526.783,0.913965,386.145,531.276,0.908245
614,Nose,231.909,526.673,0.911964,390.517,531.096,0.917788
615,Nose,231.745,526.502,0.913166,395.019,526.802,0.93328
616,Nose,231.597,526.44,0.894886,395.151,526.687,0.93876
617,Nose,227.214,526.451,0.886642,399.558,526.633,0.939017
618,Nose,227.104,526.486,0.87964,404.21,526.535,0.944337
619,Nose,222.772,526.582,0.855659,408.737,526.452,0.951969
620,Nose,227.116,526.544,0.90254,413.083,522.273,0.970503
621,Nose,222.783,526.541,0.905569,413.247,522.256,0.983922
622,Nose,222.665,526.517,0.8992,413.364,522.156,0.987041
623,Nose,218.275,526.477,0.898993,413.382,522.226,0.988864
624,Nose,218.219,526.425,0.900945,413.416,522.26,0.98379
625,Nose,213.694,526.439,0.913205,417.623,526.479,0.999386
626,Nose,209.241,526.536,0.905377,417.675,526.571,0.998848
627,Nose,204.734,526.486,0.916629,417.779,526.776,0.980601
628,Nose,204.685,526.512,0.918421,417.912,531.142,0.954124
629,Nose,204.624,522.194,0.930169,417.926,531.164,0.945085
630,Nose,204.503,522.239,0.931507,422.248,531.11,0.937289
631,Nose,200.256,522.199,0.946997,422.271,526.853,0.941797
632,Nose,200.095,522.203,0.959758,422.286,526.731,0.958372
633,Nose,200.053,526.516,0.963785,422.416,526.514,0.963086
634,Nose,200.019,526.712,0.961673,426.835,522.042,0.931909
635,Nose,199.955,526.784,0.953931,422.474,517.557,0.896111
636,Nose,199.862,526.641,0.960376,422.45,513.03,0.870899
637,Nose,195.688,526.715,0.955439,422.401,508.507,0.867048
638,Nose,195.671,526.565,0.969736,422.393,508.418,0.866486
639,Nose,195.571,522.208,0.959785,422.414,503.994,0.862307
640,Nose,195.463,522.15,0.960715,422.32,512.961,0.871866
641,Nose,195.438,522.205,0.954995,422.325,517.386,0.885626
642,Nose,195.401,522.283,0.949943,422.21,521.81,0.923343
643,Nose,195.422,526.488,0.945079,418.003,522.074,0.952007
644,Nose,195.399,526.447,0.945419,417.857,522.225,0.962714
645,Nose,195.425,526.472,0.949555,417.914,522.304,0.971672
646,Nose,195.423,526.48,0.957138,417.775,526.436,0.983973
647,Nose,195.438,522.261,0.931085,417.755,526.473,0.981638
648,Nose,195.5,526.601,0.937685,417.75,526.422,0.98787
649,Nose,195.65,526.73,0.954298,417.66,522.131,0.975651
650,Nose,195.699,531.17,0.924403,417.617,522.136,0.985433
651,Nose,195.675,531.107,0.928356,417.663,517.61,0.949627
652,Nose,195.703,531.248,0.923645,417.588,517.48,0.949151
653,Nose,195.706,531.272,0.923515,417.569,517.409,0.942862
654,Nose,199.868,531.244,0.925126,413.407,513.037,0.933774
655,Nose,199.845,531.225,0.925655,413.313,513.057,0.936209
656,Nose,195.734,526.846,0.956349,413.17,517.358,0.929047
657,Nose,195.656,526.622,0.946856,413.18,517.536,0.944792
658,Nose,195.605,526.678,0.952818,413.022,522.064,0.961172
659,Nose,195.445,526.458,0.956141,413.005,522.248,0.951093
660,Nose,195.42,522.261,0.949582,408.579,526.494,0.926627
661,Nose,195.376,522.234,0.936917,404.067,526.798,0.888131
662,Nose,195.351,522.177,0.930274,399.625,535.646,0.846744
663,Nose,195.352,522.174,0.943193,399.53,544.7,0.833286
664,Nose,195.512,526.507,0.949556,395.055,544.765,0.842245
665,Nose,195.647,526.69,0.945837,395.046,544.831,0.845773
666,Nose,195.722,526.74,0.958814,395.05,544.727,0.843942
667,Nose,199.901,531.062,0.940084,390.671,540.24,0.846736
668,Nose,199.989,531.132,0.938901,386.188,531.294,0.879564
669,Nose,200.137,531.143,0.949234,386.1,531.069,0.91506
670,Nose,200.16,526.857,0.931964,386.175,526.739,0.93987
671,Nose,200.197,531.154,0.91595,390.533,522.271,0.948781
672,Nose,200.25,526.766,0.916376,386.125,522.091,0.957081
673,Nose,200.257,526.617,0.938702,386.143,522.005,0.952019
674,Nose,204.517,526.608,0.91672,381.721,521.944,0.953146
675,Nose,204.545,526.559,0.920065,381.745,521.929,0.954844
676,Nose,204.548,526.574,0.920774,381.667,522.005,0.96617
677,Nose,204.583,526.601,0.91534,381.724,521.998,0.962698
678,Nose,204.618,526.55,0.919272,381.676,522.223,0.973063
679,Nose,204.687,526.568,0.908765,381.531,526.449,0.981868
680,Nose,204.746,526.524,0.900349,381.549,526.825,0.962772
681,Nose,209.106,526.529,0.913756,381.545,526.871,0.95973
682,Nose,209.09,526.596,0.89634,381.661,531.093,0.950244
683,Nose,213.594,526.726,0.873289,381.716,526.786,0.96069
684,Nose,213.723,526.756,0.873963,385.931,526.648,0.964899
685,Nose,218.122,526.845,0.850473,386.118,522.182,0.95438
686,Nose,218.182,531.09,0.832978,386.1,521.977,0.949525
687,Nose,218.118,531.076,0.839177,390.474,517.624,0.914667
688,Nose,213.657,526.786,0.864913,386.201,517.517,0.906549
689,Nose,209.194,531.061,0.865088,386.184,512.972,0.872259
690,Nose,213.585,526.717,0.870418,390.49,512.93,0.872077
691,Nose,209.181,526.584,0.884872,390.632,512.893,0.865327
692,Nose,209.091,526.529,0.905146,395.043,512.889,0.862845
693,Nose,209.072,526.499,0.911062,395.084,517.46,0.885279
694,Nose,209.115,526.494,0.897437,399.681,521.85,0.915072
695,Nose,209.116,526.462,0.889697,399.688,522.245,0.953002
696,Nose,209.071,526.544,0.901333,399.704,526.399,0.953114
697,Nose,209.177,526.609,0.898699,404.117,526.823,0.930141
698,Nose,209.194,526.613,0.88711,404.194,535.726,0.886291
699,Nose,209.234,526.512,0.893518,404.235,544.791,0.879918
700,Nose,213.599,526.56,0.902799,408.661,549.273,0.906372
701,Nose,213.639,526.567,0.899308,413.037,549.335,0.931945
702,Nose,213.641,526.67,0.888237,413.158,544.724,0.931338
703,Nose,213.626,526.747,0.884938,413.233,540.221,0.930816
704,Nose,209.248,526.772,0.877168,413.293,535.646,0.950457
705,Nose,213.592,526.657,0.900713,413.389,526.771,0.986419
706,Nose,209.129,526.655,0.914358,417.592,526.469,0.997203
707,Nose,209.112,526.561,0.922879,417.686,522.133,0.978323
708,Nose,209.146,526.49,0.925763,417.778,521.826,0.95095
709,Nose,209.135,526.437,0.91976,417.787,517.557,0.940016
710,Nose,209.133,526.468,0.919909,417.819,517.581,0.940977
711,Nose,209.173,526.64,0.918457,417.798,517.562,0.938625
712,Nose,209.228,526.698,0.900985,417.826,517.584,0.9418
713,Nose,213.638,531.331,0.847499,417.813,521.99,0.956794
714,Nose,213.621,535.773,0.834632,417.861,522.122,0.960079
715,Nose,213.685,544.713,0.839919,417.902,526.409,0.973486
716,Nose,218.132,549.321,0.848659,417.941,526.587,0.965832
717,Nose,218.12,553.697,0.862987,417.911,526.734,0.961746
718,Nose,218.113,553.67,0.859961,417.946,526.849,0.953525
719,Nose,213.68,549.29,0.847934,417.958,526.814,0.952855
720,Nose,213.749,540.314,0.836037,422.274,526.748,0.954419
721,Nose,213.719,535.609,0.85103,422.251,526.422,0.961794
722,Nose,213.734,531.105,0.875863,422.377,526.389,0.963586
723,Nose,213.723,526.57,0.904307,422.316,522.133,0.949108
724,Nose,213.639,526.6,0.914945,418.024,521.792,0.932265
725,Nose,209.223,522.102,0.894261,417.968,517.493,0.91621
726,Nose,209.236,522.1,0.895174,417.999,517.391,0.912204
727,Nose,209.24,522.172,0.896397,417.983,513.077,0.907341
728,Nose,218.15,526.522,0.899886,417.914,517.365,0.916148
729,Nose,218.215,526.664,0.899692,417.822,517.553,0.941897
730,Nose,218.277,531.206,0.877966,417.723,521.826,0.958312
731,Nose,222.688,535.65,0.858936,417.726,522.083,0.979267
732,Nose,222.81,540.306,0.841357,417.664,522.284,0.991286
733,Nose,222.8,553.798,0.881386,417.564,526.549,1.00338
734,Nose,227.088,553.886,0.899335,417.588,526.694,0.993073
735,Nose,227.22,553.884,0.904832,413.438,526.635,0.995569
736,Nose,227.217,558.141,0.914415,413.375,526.459,0.99465
737,Nose,227.141,553.833,0.897188,413.421,522.288,0.987507
738,Nose,222.723,553.848,0.894163,413.315,522.174,0.979869
739,Nose,222.648,549.36,0.86006,413.14,521.974,0.956919
740,Nose,218.129,535.783,0.842519,413.141,517.635,0.947657
741,Nose,213.682,531.126,0.877759,408.732,517.377,0.896439
742,Nose,213.625,526.578,0.911802,408.604,517.418,0.894368
743,Nose,209.088,522.076,0.920403,404.204,517.351,0.868257
744,Nose,209.088,522.015,0.919727,404.103,517.489,0.8888
745,Nose,204.711,522.066,0.928044,404.053,517.605,0.891751
746,Nose,204.769,522.158,0.913385,399.595,521.905,0.901037
747,Nose,204.627,522.186,0.928484,395.16,522.054,0.914951
748,Nose,204.729,526.817,0.886805,390.545,522.181,0.920865
749,Nose,204.73,535.685,0.849472,386.13,526.648,0.934312
750,Nose,209.058,540.214,0.834553,386.056,526.769,0.937477
751,Nose,204.772,544.739,0.845962,385.979,526.761,0.940517
752,Nose,209.211,549.323,0.826893,385.986,526.73,0.940271
753,Nose,209.144,553.651,0.841083,386.005,526.703,0.939582
754,Nose,204.661,549.273,0.857337,385.952,522.25,0.94581
755,Nose,204.618,540.301,0.858182,385.931,522.091,0.941941
756,Nose,200.306,535.794,0.882163,386.118,521.998,0.932148
757,Nose,200.27,531.101,0.896725,381.727,517.597,0.918035
758,Nose,200.308,526.592,0.923889,385.932,521.805,0.936966
759,Nose,200.33,526.401,0.917094,381.747,517.607,0.931869
760,Nose,200.335,522.186,0.923078,381.728,521.804,0.943361
761,Nose,200.339,522.211,0.923827,381.74,521.82,0.95145
762,Nose,200.324,522.248,0.921595,381.724,521.867,0.951342
763,Nose,200.228,526.681,0.923375,381.626,522.053,0.97129
764,Nose,200.186,526.797,0.909395,381.715,522.037,0.957629
765,Nose,200.299,531.301,0.874065,385.97,522.282,0.960678
766,Nose,204.584,535.652,0.859467,381.649,526.52,0.96317
767,Nose,204.67,544.68,0.847331,385.932,526.72,0.955459
768,Nose,204.789,549.274,0.840427,385.991,526.676,0.953469
769,Nose,209.123,549.222,0.830783,386.065,526.669,0.953307
770,Nose,209.142,544.804,0.821555,390.474,526.7,0.94327
771,Nose,204.77,540.134,0.839612,386.195,526.401,0.956051
772,Nose,209.103,535.625,0.82779,390.562,522.138,0.954449
773,Nose,209.197,526.655,0.869168,395.171,521.961,0.929414
774,Nose,213.599,522.28,0.868148,399.575,521.933,0.929292
775,Nose,213.699,522.038,0.841763,399.607,517.456,0.891239
776,Nose,213.74,521.826,0.784726,404.096,513.007,0.887322
777,Nose,218.153,521.847,0.76497,404.109,512.901,0.87862
778,Nose,218.222,517.632,0.786682,408.604,508.4,0.894057
779,Nose,227.092,517.589,0.851514,408.74,508.389,0.907863
780,Nose,222.816,521.981,0.824373,408.777,508.479,0.899625
781,Nose,227.126,522.12,0.859191,413.135,517.538,0.946544
782,Nose,227.09,522.278,0.878791,413.332,521.824,0.957066
783,Nose,227.216,526.743,0.867672,413.382,522.102,0.984918
784,Nose,227.312,531.172,0.850251,417.554,522.301,0.992465
785,Nose,231.614,540.211,0.795956,417.718,526.437,0.991385
786,Nose,231.716,540.295,0.823499,417.874,526.553,0.994035
787,Nose,231.692,540.151,0.820607,422.316,526.524,0.965964
788,Nose,231.703,531.316,0.865006,426.852,522.301,0.944542
789,Nose,231.654,526.658,0.904192,431.391,522.246,0.934638
790,Nose,231.687,526.438,0.913924,435.969,521.948,0.915508
791,Nose,231.62,521.967,0.898739,440.511,517.387,0.891311
792,Nose,231.639,517.497,0.881046,449.234,503.924,0.902291
793,Nose,231.726,517.473,0.89425,449.417,503.894,0.928428
794,Nose,231.682,513.047,0.877889,449.633,499.498,0.938226
795,Nose,231.679,513.03,0.868557,453.954,503.854,0.932711
796,Nose,231.747,517.435,0.889265,454.156,499.458,0.920288
797,Nose,231.76,517.492,0.908001,454.297,503.97,0.893561
798,Nose,231.774,517.587,0.905029,458.59,512.967,0.875629
799,Nose,231.769,521.975,0.912605,463.033,517.406,0.872163
800,Nose,231.88,522.27,0.921918,467.642,521.844,0.884007
801,Nose,236.163,526.537,0.922333,467.709,522.063,0.916833
802,Nose,236.257,526.73,0.914708,472.209,522.214,0.924812
803,Nose,236.348,531.116,0.90159,472.263,526.417,0.931076
804,Nose,236.338,531.111,0.897687,476.711,526.401,0.944777
805,Nose,236.273,526.659,0.909123,476.782,522.197,0.943093
806,Nose,236.319,526.559,0.944699,481.091,522.201,0.939737
807,Nose,236.198,522.221,0.943683,481.18,521.937,0.926872
808,Nose,236.222,521.977,0.926518,481.165,517.408,0.893759
809,Nose,236.261,521.842,0.92147,481.239,508.406,0.88636
810,Nose,236.239,517.572,0.930428,481.221,503.948,0.884129
811,Nose,236.319,517.456,0.937846,481.208,499.423,0.888579
812,Nose,236.329,517.375,0.929051,481.166,495.063,0.890097
813,Nose,236.373,517.463,0.928707,476.756,499.386,0.869671
814,Nose,236.474,517.599,0.934569,476.734,503.871,0.86155
815,Nose,236.547,521.893,0.923722,472.216,508.409,0.844402
816,Nose,240.832,522.166,0.9198,467.744,517.343,0.86068
817,Nose,240.942,526.43,0.90661,463.237,517.596,0.883913
818,Nose,240.965,526.534,0.889621,467.589,522.081,0.920515
819,Nose,241.042,531.104,0.86792,458.726,522.243,0.947682
820,Nose,245.397,531.186,0.858127,458.628,522.278,0.947504
821,Nose,240.991,526.818,0.882264,454.229,522.287,0.962297
822,Nose,240.865,526.648,0.911924,454.17,522.252,0.971201
823,Nose,236.479,526.467,0.912017,454.076,522.004,0.967223
824,Nose,236.377,522.092,0.919624,453.918,521.82,0.961859
825,Nose,236.235,517.609,0.910122,449.714,517.462,0.946078
826,Nose,231.979,517.582,0.912588,449.555,512.955,0.93214
827,Nose,231.834,512.904,0.893602,449.446,504.014,0.91968
828,Nose,231.758,508.507,0.884656,449.312,499.508,0.907922
829,Nose,231.736,508.511,0.88462,444.934,499.412,0.889257
830,Nose,231.738,512.914,0.889823,440.436,503.919,0.855799
831,Nose,231.681,513.021,0.894498,435.817,512.885,0.845381
832,Nose,231.742,517.476,0.905638,426.931,512.965,0.851339
833,Nose,231.682,521.837,0.911475,422.461,517.47,0.88726
834,Nose,231.652,522.094,0.919821,422.306,521.885,0.932194
835,Nose,231.674,522.23,0.925824,417.966,521.981,0.952524
836,Nose,231.625,526.529,0.908678,417.762,522.121,0.976691
837,Nose,231.57,526.683,0.887156,417.668,522.118,0.983623
838,Nose,227.304,526.715,0.867221,417.613,522.169,0.992623
839,Nose,227.219,522.269,0.872402,413.411,522.036,0.987302
840,Nose,227.195,526.511,0.897833,413.296,521.912,0.967495
841,Nose,227.172,522.177,0.914667,413.206,517.418,0.93984
842,Nose,227.194,522.059,0.89904,413.143,512.918,0.91672
843,Nose,227.188,517.537,0.864323,412.962,508.388,0.889199
844,Nose,227.123,517.462,0.84462,408.72,499.504,0.887742
845,Nose,222.81,517.5,0.853115,408.674,503.874,0.886327
846,Nose,222.801,517.428,0.841764,404.2,499.352,0.881193
847,Nose,222.762,517.523,0.848091,404.039,503.89,0.861245
848,Nose,227.088,521.848,0.869427,395.056,508.443,0.85513
849,Nose,227.121,522.028,0.882943,390.645,508.521,0.84975
850,Nose,222.722,526.493,0.89671,386.099,517.38,0.87678
851,Nose,222.717,526.689,0.903219,386.039,521.814,0.922027
852,Nose,222.716,531.101,0.854862,381.626,521.896,0.945415
853,Nose,222.721,535.678,0.820335,381.713,522.093,0.953968
854,Nose,222.738,531.339,0.83988,381.716,522.083,0.953628
855,Nose,222.768,535.601,0.83819,381.722,522.081,0.952246
856,Nose,222.696,531.301,0.850456,381.634,522.06,0.962304
857,Nose,222.623,531.176,0.835066,381.74,521.889,0.94074
858,Nose,218.247,526.482,0.88613,381.73,517.491,0.912209
859,Nose,222.689,522.242,0.888034,386.018,508.426,0.87271
860,Nose,222.761,521.884,0.860364,386.181,503.856,0.86763
861,Nose,222.648,517.358,0.830932,386.171,499.345,0.884469
862,Nose,222.765,512.891,0.813908,390.51,494.981,0.888514
863,Nose,222.751,508.41,0.829136,390.568,495.061,0.876857
864,Nose,227.084,508.479,0.833096,395.026,503.884,0.85947
865,Nose,222.711,508.488,0.831097,390.61,503.97,0.858237
866,Nose,227.174,517.35,0.835674,395.098,508.471,0.859806
867,Nose,227.216,517.587,0.854057,395.065,512.965,0.855542
868,Nose,227.342,521.879,0.90369,395.155,517.397,0.862677
869,Nose,231.563,522.253,0.905634,399.707,521.812,0.905371
870,Nose,231.601,526.499,0.914829,408.56,522.065,0.940392
871,Nose,231.818,526.531,0.898397,408.713,522.209,0.948541
872,Nose,231.963,526.599,0.889984,413.087,522.24,0.96612
873,Nose,236.162,526.451,0.909284,413.235,522.199,0.983013
